#{"t_start": 1785303116.107372, "env_id": "None"}
r,l,t,is_success
1.520521,100,2995.670204,False
0.922723,100,3001.484285,False
23.508388,95,3006.320969,True
1.267192,100,3011.185804,False
2.718717,100,3016.376403,False
0.5204,100,3021.291713,False
-12.223846,57,3024.788279,False
0.925317,100,3040.635969,False
0.615733,100,3045.585558,False
0.79522,100,3050.275945,False
1.454277,100,3055.056307,False
1.260057,100,3059.593364,False
